
# QPROP Version 1.22
# 
# APC 5x4E X-Prop                                                                 
# 
# T-motor F40                                                                     
#   0.82000E-01  Rmotor (Ohms)                  
#   0.70000      Io     (Amps)                  
#    1600.0      Kv     (rpm/Volt)              
# 
#   rho =  1.2250     kg/m^3
#   mu  = 0.17800E-04 kg/m-s
#   a   =  340.00     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
    1.000   500.0      0.000 -0.2248E-02  0.8613E-04  0.4510E-02   0.371    0.7144   0.0170  -0.4984   0.30077 -0.2621E-01  0.1581E-01  -0.1572  -0.0085  0.2651     -0.2248E-02  -0.1753  0.3696    
    3.000   500.0      0.000 -0.1674E-01  0.2765E-03  0.1448E-01   0.374    0.7463   0.0519  -3.4683   0.90230 -0.1951      0.5077E-01  -0.3841  -0.1800  0.2789     -0.5021E-01  -0.2382  0.9552    
    5.000   500.0      0.000 -0.5094E-01  0.5687E-03  0.2978E-01   0.378    0.7953   0.0991  -8.5523   1.50383 -0.5939      0.1044      -0.7064  -0.8478  0.3004     -0.2547      -0.1954   1.295    
    7.000   500.0      0.000 -0.1055      0.8460E-03  0.4430E-01   0.382    0.8417   0.1379 -16.6647   2.10536  -1.229      0.1553      -1.0495  -2.2986  0.3211     -0.7382      -0.1710   1.455    
    9.000   500.0      0.000 -0.1799      0.1091E-02  0.5710E-01   0.385    0.8827   0.1681 -28.3480   2.70689  -2.097      0.2002      -1.3961  -4.7645  0.3397      -1.619      -0.1559   1.541    
   11.000   500.0      0.000 -0.2739      0.1300E-02  0.6805E-01   0.388    0.9177   0.1912 -44.2851   3.30842  -3.194      0.2386      -1.7430  -8.4680  0.3559      -3.013      -0.1457   1.592    
   13.000   500.0      0.000 -0.3876      0.1473E-02  0.7711E-01   0.390    0.9468   0.2088 -65.3477   3.90995  -4.519      0.2704      -2.0894 -13.6427  0.3694      -5.039      -0.1383   1.626    
   15.000   500.0      0.000 -0.5208      0.1610E-02  0.8431E-01   0.392    0.9698   0.2218 -92.6631   4.51148  -6.072      0.2956      -2.4352 -20.5490  0.3802      -7.812      -0.1328   1.649    
   17.000   500.0      0.000 -0.6735      0.1712E-02  0.8965E-01   0.393    0.9869   0.2309-127.7156   5.11301  -7.852      0.3144      -2.7804 -29.4892  0.3883      -11.45      -0.1286   1.666    
   19.000   500.0      0.000 -0.8456      0.1779E-02  0.9314E-01   0.394    0.9981   0.2367-172.4998   5.71454  -9.859      0.3266      -3.1251 -40.8234  0.3936      -16.07      -0.1252   1.679    
   21.000   500.0      0.000  -1.037      0.1811E-02  0.9480E-01   0.395    1.0034   0.2393-229.7605   6.31607  -12.09      0.3324      -3.4694 -54.9891  0.3961      -21.78      -0.1224   1.689    

    1.000   1000.      0.000  0.1025E-01  0.3475E-03  0.3639E-01   0.687    0.7582   0.0699   0.2817   0.15038  0.2988E-01  0.1595E-01   0.5236   0.0197  0.5210      0.1025E-01   0.4910  0.1810    
    3.000   1000.      0.000 -0.1624E-01  0.2412E-03  0.2525E-01   0.686    0.7404   0.0497  -1.9291   0.45115 -0.4733E-01  0.1107E-01  -0.3719  -0.0960  0.5077     -0.4872E-01  -0.2855  0.3783    
    5.000   1000.      0.000 -0.4085E-01  0.6454E-03  0.6758E-01   0.691    0.8081   0.1210  -3.0222   0.75191 -0.1191      0.2962E-01  -0.5576  -0.3656  0.5586     -0.2043      -0.2531  0.7076    
    7.000   1000.      0.000 -0.8608E-01  0.1193E-02  0.1249       0.699    0.8999   0.1986  -4.8236   1.05268 -0.2509      0.5475E-01  -0.8432  -0.9582  0.6288     -0.6025      -0.2250  0.9713    
    9.000   1000.      0.000 -0.1520      0.1773E-02  0.1857       0.707    0.9971   0.2635  -7.3648   1.35344 -0.4429      0.8139E-01  -1.1632  -1.9406  0.7047      -1.368      -0.2038   1.151    
   11.000   1000.      0.000 -0.2381      0.2345E-02  0.2456       0.715    1.0929   0.3144 -10.6667   1.65421 -0.6941      0.1076      -1.4969  -3.3539  0.7810      -2.619      -0.1880   1.274    
   13.000   1000.      0.000 -0.3443      0.2892E-02  0.3029       0.722    1.1846   0.3540 -14.7793   1.95497  -1.004      0.1327      -1.8365  -5.2326  0.8554      -4.476      -0.1760   1.360    
   15.000   1000.      0.000 -0.4703      0.3408E-02  0.3569       0.729    1.2710   0.3850 -19.7676   2.25574  -1.371      0.1564      -2.1788  -7.6115  0.9269      -7.055      -0.1666   1.423    
   17.000   1000.      0.000 -0.6160      0.3890E-02  0.4074       0.736    1.3518   0.4095 -25.7077   2.55650  -1.795      0.1786      -2.5222 -10.5280  0.9947      -10.47      -0.1591   1.470    
   19.000   1000.      0.000 -0.7813      0.4337E-02  0.4542       0.742    1.4267   0.4290 -32.6865   2.85727  -2.277      0.1991      -2.8661 -14.0237   1.059      -14.84      -0.1530   1.507    
   21.000   1000.      0.000 -0.9662      0.4748E-02  0.4973       0.748    1.4956   0.4447 -40.8031   3.15804  -2.816      0.2180      -3.2102 -18.1452   1.118      -20.29      -0.1479   1.536    

    1.000   1500.      0.000  0.3397E-01  0.7517E-03  0.1181       1.005    0.8259   0.1422   0.2877   0.10026  0.4400E-01  0.1533E-01   1.3190   0.0409  0.8303      0.3397E-01   0.6980  0.1381    
    3.000   1500.      0.000 -0.1505E-01  0.2667E-03  0.4190E-01   0.999    0.7447   0.0563  -1.0779   0.30077 -0.1950E-01  0.5442E-02  -0.3430  -0.0607  0.7436     -0.4516E-01  -0.1753  0.1756    
    5.000   1500.      0.000 -0.3993E-01  0.4888E-03  0.7679E-01   1.002    0.7819   0.0980  -2.6003   0.50128 -0.5173E-01  0.9972E-02  -0.5443  -0.2549  0.7832     -0.1997      -0.2804  0.3786    
    7.000   1500.      0.000 -0.7547E-01  0.1099E-02  0.1726       1.010    0.8841   0.1933  -3.0602   0.70179 -0.9776E-01  0.2242E-01  -0.7331  -0.5916  0.8930     -0.5283      -0.2585  0.6082    
    9.000   1500.      0.000 -0.1315      0.1875E-02  0.2945       1.021    1.0141   0.2845  -4.0197   0.90230 -0.1704      0.3824E-01  -0.9969  -1.1436   1.035      -1.184      -0.2382  0.8100    
   11.000   1500.      0.000 -0.2083      0.2721E-02  0.4274       1.032    1.1558   0.3582  -5.3615   1.10281 -0.2698      0.5550E-01  -1.2967  -1.9203   1.193      -2.291      -0.2210  0.9697    
   13.000   1500.      0.000 -0.3056      0.3587E-02  0.5635       1.044    1.3010   0.4148  -7.0506   1.30332 -0.3959      0.7318E-01  -1.6152  -2.9244   1.359      -3.973      -0.2069   1.093    
   15.000   1500.      0.000 -0.4232      0.4449E-02  0.6988       1.056    1.4454   0.4578  -9.0844   1.50383 -0.5482      0.9075E-01  -1.9441  -4.1590   1.526      -6.348      -0.1954   1.188    
   17.000   1500.      0.000 -0.5609      0.5291E-02  0.8311       1.068    1.5865   0.4907 -11.4724   1.70434 -0.7265      0.1079      -2.2788  -5.6294   1.694      -9.535      -0.1858   1.263    
   19.000   1500.      0.000 -0.7184      0.6107E-02  0.9593       1.079    1.7232   0.5160 -14.2300   1.90485 -0.9307      0.1246      -2.6169  -7.3428   1.859      -13.65      -0.1778   1.322    
   21.000   1500.      0.000 -0.8958      0.6892E-02   1.083       1.090    1.8548   0.5357 -17.3758   2.10536  -1.160      0.1406      -2.9571  -9.3081   2.021      -18.81      -0.1710   1.370    

    1.000   2000.      0.000  0.6911E-01  0.1284E-02  0.2690       1.325    0.9152   0.2218   0.2569   0.07519  0.5036E-01  0.1474E-01   2.1476   0.0570   1.213      0.6911E-01   0.7955  0.1154    
    3.000   2000.      0.000  0.1141E-01  0.7782E-03  0.1630       1.318    0.8304   0.1489   0.2101   0.22557  0.8317E-02  0.8930E-02   0.2359   0.0313   1.095      0.3424E-01   0.1570  0.1191    
    5.000   2000.      0.000 -0.4692E-01  0.3138E-03  0.6573E-01   1.312    0.7526   0.0666  -3.5691   0.37596 -0.3419E-01  0.3601E-02  -0.6465  -0.2376  0.9872     -0.2346      -0.2924  0.2198    
    7.000   2000.      0.000 -0.7409E-01  0.8176E-03  0.1712       1.319    0.8370   0.1551  -3.0289   0.52634 -0.5399E-01  0.9382E-02  -0.7190  -0.4699   1.104     -0.5186      -0.2777  0.3781    
    9.000   2000.      0.000 -0.1205      0.1631E-02  0.3417       1.330    0.9733   0.2640  -3.1733   0.67672 -0.8778E-01  0.1872E-01  -0.9084  -0.8376   1.294      -1.084      -0.2612  0.5540    
   11.000   2000.      0.000 -0.1873      0.2624E-02  0.5496       1.343    1.1397   0.3590  -3.7483   0.82710 -0.1365      0.3011E-01  -1.1581  -1.3455   1.531      -2.060      -0.2454  0.7153    
   13.000   2000.      0.000 -0.2748      0.3714E-02  0.7779       1.358    1.3223   0.4331  -4.5926   0.97749 -0.2002      0.4262E-01  -1.4422  -1.9888   1.796      -3.572      -0.2314  0.8528    
   15.000   2000.      0.000 -0.3830      0.4850E-02   1.016       1.374    1.5127   0.4888  -5.6547   1.12787 -0.2791      0.5566E-01  -1.7470  -2.7637   2.079      -5.744      -0.2191  0.9668    
   17.000   2000.      0.000 -0.5116      0.6003E-02   1.257       1.390    1.7057   0.5303  -6.9178   1.27825 -0.3728      0.6888E-01  -2.0646  -3.6684   2.371      -8.697      -0.2086   1.061    
   19.000   2000.      0.000 -0.6605      0.7151E-02   1.498       1.406    1.8982   0.5613  -8.3784   1.42863 -0.4813      0.8206E-01  -2.3905  -4.7031   2.668      -12.55      -0.1994   1.138    
   21.000   2000.      0.000 -0.8295      0.8285E-02   1.735       1.421    2.0882   0.5847 -10.0383   1.57902 -0.6044      0.9507E-01  -2.7218  -5.8693   2.968      -17.42      -0.1916   1.202    

    1.000   2500.      0.000  0.1157      0.1942E-02  0.5084       1.647    1.0254   0.3011   0.2277   0.06015  0.5398E-01  0.1426E-01   2.9898   0.0686   1.688      0.1157       0.8519  0.1004    
    3.000   2500.      0.000  0.4955E-01  0.1428E-02  0.3739       1.640    0.9393   0.2428   0.3975   0.18046  0.2311E-01  0.1049E-01   0.9225   0.0965   1.540      0.1486       0.3603  0.9668E-01
    5.000   2500.      0.000 -0.3809E-01  0.3741E-03  0.9794E-01   1.625    0.7627   0.0790  -1.9443   0.30077 -0.1776E-01  0.2748E-02  -0.5177  -0.1536   1.239     -0.1904      -0.1753  0.1253    
    7.000   2500.      0.000 -0.8088E-01  0.4978E-03  0.1303       1.627    0.7834   0.1023  -4.3448   0.42107 -0.3772E-01  0.3656E-02  -0.7891  -0.4443   1.274     -0.5662      -0.2884  0.2421    
    9.000   2500.      0.000 -0.1186      0.1222E-02  0.3200       1.637    0.9048   0.2161  -3.3359   0.54138 -0.5532E-01  0.8977E-02  -0.8937  -0.7209   1.481      -1.068      -0.2761  0.3771    
   11.000   2500.      0.000 -0.1758      0.2239E-02  0.5861       1.651    1.0751   0.3303  -3.2990   0.66168 -0.8198E-01  0.1644E-01  -1.0831  -1.0896   1.775      -1.934      -0.2628  0.5195    
   13.000   2500.      0.000 -0.2533      0.3443E-02  0.9015       1.667    1.2769   0.4234  -3.6532   0.78199 -0.1181      0.2529E-01  -1.3231  -1.5469   2.129      -3.293      -0.2500  0.6533    
   15.000   2500.      0.000 -0.3515      0.4764E-02   1.247       1.685    1.4983   0.4940  -4.2274   0.90230 -0.1639      0.3499E-01  -1.5950  -2.0882   2.525      -5.273      -0.2382  0.7723    
   17.000   2500.      0.000 -0.4704      0.6153E-02   1.611       1.704    1.7310   0.5460  -4.9641   1.02260 -0.2194      0.4519E-01  -1.8880  -2.7105   2.950      -7.997      -0.2275  0.8756    
   19.000   2500.      0.000 -0.6099      0.7578E-02   1.984       1.724    1.9697   0.5842  -5.8409   1.14291 -0.2844      0.5565E-01  -2.1953  -3.4124   3.396      -11.59      -0.2180  0.9641    
   21.000   2500.      0.000 -0.7697      0.9015E-02   2.360       1.744    2.2105   0.6123  -6.8489   1.26321 -0.3590      0.6621E-01  -2.5123  -4.1936   3.855      -16.16      -0.2095   1.040    

    1.000   3000.      0.000  0.1739      0.2722E-02  0.8552       1.970    1.1561   0.3755   0.2033   0.05013  0.5631E-01  0.1388E-01   3.8384   0.0764   2.277      0.1739       0.8885  0.8968E-01
    3.000   3000.      0.000  0.9897E-01  0.2197E-02  0.6903       1.963    1.0682   0.3293   0.4301   0.15038  0.3205E-01  0.1121E-01   1.6643   0.1416   2.096      0.2969       0.4912  0.8389E-01
    5.000   3000.      0.000  0.1681E-02  0.1124E-02  0.3531       1.948    0.8883   0.2041   0.0238   0.25064  0.5443E-03  0.5733E-02   0.0216   0.0049   1.730      0.8403E-02   0.0415  0.9371E-01
    7.000   3000.      0.000 -0.9316E-01  0.1563E-03  0.4909E-01   1.935    0.7262   0.0349 -13.2847   0.35089 -0.3017E-01  0.7969E-03  -0.9178  -0.4642   1.405     -0.6521      -0.2903  0.1586    
    9.000   3000.      0.000 -0.1251      0.7622E-03  0.2395       1.943    0.8277   0.1489  -4.7012   0.45115 -0.4051E-01  0.3888E-02  -0.9453  -0.7001   1.608      -1.126      -0.2855  0.2598    
   11.000   3000.      0.000 -0.1734      0.1700E-02  0.5342       1.956    0.9849   0.2773  -3.5715   0.55140 -0.5617E-01  0.8672E-02  -1.0679  -0.9905   1.926      -1.908      -0.2750  0.3759    
   13.000   3000.      0.000 -0.2414      0.2919E-02  0.9170       1.973    1.1891   0.3910  -3.4216   0.65166 -0.7817E-01  0.1489E-01  -1.2573  -1.3378   2.345      -3.138      -0.2639  0.4956    
   15.000   3000.      0.000 -0.3296      0.4332E-02   1.361       1.992    1.4259   0.4792  -3.6329   0.75191 -0.1067      0.2209E-01  -1.4901  -1.7408   2.840      -4.944      -0.2531  0.6096    
   17.000   3000.      0.000 -0.4385      0.5876E-02   1.846       2.013    1.6846   0.5444  -4.0377   0.85217 -0.1420      0.2997E-01  -1.7525  -2.1980   3.391      -7.454      -0.2430  0.7139    
   19.000   3000.      0.000 -0.5680      0.7506E-02   2.358       2.036    1.9577   0.5918  -4.5766   0.95242 -0.1840      0.3828E-01  -2.0356  -2.7083   3.985      -10.79      -0.2336  0.8070    
   21.000   3000.      0.000 -0.7182      0.9189E-02   2.887       2.059    2.2396   0.6261  -5.2247   1.05268 -0.2326      0.4686E-01  -2.3335  -3.2713   4.610      -15.08      -0.2250  0.8894    

    1.000   3500.      0.000  0.2434      0.3622E-02   1.328       2.295    1.3069   0.4427   0.1833   0.04297  0.5791E-01  0.1357E-01   4.6894   0.0812   2.999      0.2434       0.9135  0.8149E-01
    3.000   3500.      0.000  0.1598      0.3085E-02   1.131       2.287    1.2169   0.4063   0.4239   0.12890  0.3802E-01  0.1156E-01   2.4402   0.1722   2.784      0.4794       0.5819  0.7533E-01
    5.000   3500.      0.000  0.5428E-01  0.2036E-02  0.7464       2.273    1.0412   0.3154   0.3636   0.21483  0.1291E-01  0.7630E-02   0.6564   0.1147   2.366      0.2714       0.2061  0.7926E-01
    7.000   3500.      0.000 -0.7109E-01  0.3821E-03  0.1401       2.250    0.7640   0.0815  -3.5530   0.30077 -0.1691E-01  0.1432E-02  -0.6883  -0.2895   1.719     -0.4976      -0.1754  0.1007    
    9.000   3500.      0.000 -0.1389      0.3223E-03  0.1181       2.249    0.7540   0.0697 -10.5863   0.38670 -0.3306E-01  0.1208E-02  -1.0570  -0.7373   1.696      -1.251      -0.2915  0.1835    
   11.000   3500.      0.000 -0.1795      0.1102E-02  0.4039       2.260    0.8846   0.2020  -4.8900   0.47263 -0.4272E-01  0.4129E-02  -1.1075  -0.9878   1.999      -1.975      -0.2833  0.2733    
   13.000   3500.      0.000 -0.2385      0.2250E-02  0.8245       2.276    1.0769   0.3364  -3.7609   0.55856 -0.5676E-01  0.8429E-02  -1.2417  -1.2653   2.451      -3.101      -0.2742  0.3747    
   15.000   3500.      0.000 -0.3172      0.3670E-02   1.345       2.295    1.3149   0.4457  -3.5370   0.64450 -0.7547E-01  0.1375E-01  -1.4309  -1.5764   3.018      -4.758      -0.2647  0.4779    
   17.000   3500.      0.000 -0.4161      0.5290E-02   1.939       2.318    1.5863   0.5274  -3.6487   0.73043 -0.9901E-01  0.1982E-01  -1.6583  -1.9242   3.676      -7.074      -0.2554  0.5771    
   19.000   3500.      0.000 -0.5356      0.7052E-02   2.585       2.342    1.8816   0.5866  -3.9373   0.81636 -0.1274      0.2642E-01  -1.9130  -2.3096   4.406      -10.18      -0.2465  0.6696    
   21.000   3500.      0.000 -0.6758      0.8915E-02   3.267       2.367    2.1937   0.6292  -4.3436   0.90230 -0.1608      0.3340E-01  -2.1878  -2.7328   5.193      -14.19      -0.2382  0.7539    

    1.000   4000.      0.000  0.3243      0.4641E-02   1.944       2.621    1.4777   0.5020   0.1668   0.03760  0.5907E-01  0.1332E-01   5.5417   0.0837   3.873      0.3243       0.9316  0.7506E-01
    3.000   4000.      0.000  0.2321      0.4092E-02   1.714       2.614    1.3857   0.4733   0.4062   0.11279  0.4228E-01  0.1174E-01   3.2381   0.1923   3.622      0.6963       0.6482  0.6900E-01
    5.000   4000.      0.000  0.1181      0.3057E-02   1.281       2.599    1.2122   0.4064   0.4612   0.18798  0.2152E-01  0.8771E-02   1.3422   0.1874   3.151      0.5906       0.3271  0.7000E-01
    7.000   4000.      0.000 -0.1873E-01  0.1355E-02  0.5678       2.576    0.9271   0.2377  -0.2309   0.26317 -0.3412E-02  0.3889E-02  -0.1746  -0.0549   2.388     -0.1311      -0.0166  0.7903E-01
    9.000   4000.      0.000 -0.1495     -0.1986E-03 -0.8317E-01   2.555    0.6667  -0.0488  16.1806   0.33836 -0.2724E-01 -0.5696E-03  -1.1433  -0.7901   1.703      -1.346      -0.2779  0.1235    
   11.000   4000.      0.000 -0.1933      0.5063E-03  0.2121       2.564    0.7848   0.1054 -10.0237   0.41355 -0.3521E-01  0.1453E-02  -1.1974  -1.0563   2.013      -2.126      -0.2891  0.2011    
   13.000   4000.      0.000 -0.2442      0.1514E-02  0.6340       2.578    0.9536   0.2579  -5.0072   0.48874 -0.4449E-01  0.4342E-02  -1.2728  -1.2912   2.459      -3.175      -0.2817  0.2838    
   15.000   4000.      0.000 -0.3139      0.2869E-02   1.202       2.597    1.1806   0.3919  -3.9180   0.56393 -0.5718E-01  0.8229E-02  -1.4151  -1.5356   3.066      -4.708      -0.2736  0.3735    
   17.000   4000.      0.000 -0.4032      0.4491E-02   1.881       2.619    1.4524   0.4945  -3.6441   0.63913 -0.7345E-01  0.1288E-01  -1.6042  -1.8020   3.804      -6.855      -0.2653  0.4642    
   19.000   4000.      0.000 -0.5128      0.6316E-02   2.646       2.644    1.7582   0.5691  -3.6831   0.71432 -0.9342E-01  0.1812E-01  -1.8272  -2.0959   4.649      -9.744      -0.2571  0.5520    
   21.000   4000.      0.000 -0.6430      0.8293E-02   3.474       2.671    2.0895   0.6223  -3.8871   0.78951 -0.1171      0.2379E-01  -2.0757  -2.4191   5.582      -13.50      -0.2492  0.6349    

    1.000   4500.      0.000  0.4166      0.5780E-02   2.724       2.949    1.6684   0.5535   0.1529   0.03342  0.5996E-01  0.1310E-01   6.3952   0.0847   4.921      0.4166       0.9454  0.6987E-01
    3.000   4500.      0.000  0.3159      0.5218E-02   2.459       2.942    1.5743   0.5310   0.3854   0.10026  0.4547E-01  0.1183E-01   4.0511   0.2047   4.631      0.9478       0.6987  0.6402E-01
    5.000   4500.      0.000  0.1933      0.4190E-02   1.974       2.927    1.4020   0.4811   0.4896   0.16709  0.2783E-01  0.9497E-02   2.0651   0.2355   4.104      0.9666       0.4193  0.6352E-01
    7.000   4500.      0.000  0.4842E-01  0.2534E-02   1.194       2.905    1.1246   0.3656   0.2838   0.23393  0.6969E-02  0.5744E-02   0.4324   0.1037   3.267      0.3389       0.1188  0.6845E-01
    9.000   4500.      0.000 -0.1140      0.2788E-03  0.1314       2.874    0.7467   0.0612  -7.8055   0.30077 -0.1640E-01  0.6321E-03  -0.8568  -0.4780   2.146      -1.026      -0.1754  0.8573E-01
   11.000   4500.      0.000 -0.2133     -0.7503E-04 -0.3536E-01   2.869    0.6874  -0.0179  66.3768   0.36760 -0.3071E-01 -0.1701E-03  -1.3303  -1.1900   1.972      -2.347      -0.2924  0.1499    
   13.000   4500.      0.000 -0.2577      0.7673E-03  0.3616       2.880    0.8286   0.1515  -9.2648   0.43444 -0.3709E-01  0.1739E-02  -1.3472  -1.4037   2.387      -3.350      -0.2871  0.2162    
   15.000   4500.      0.000 -0.3191      0.1995E-02  0.9403       2.897    1.0343   0.3138  -5.0899   0.50128 -0.4593E-01  0.4523E-02  -1.4399  -1.5971   2.997      -4.786      -0.2804  0.2920    
   17.000   4500.      0.000 -0.3994      0.3556E-02   1.676       2.919    1.2959   0.4431  -4.0515   0.56811 -0.5749E-01  0.8061E-02  -1.5882  -1.7951   3.782      -6.790      -0.2731  0.3724    
   19.000   4500.      0.000 -0.4994      0.5380E-02   2.535       2.944    1.6014   0.5378  -3.7431   0.63495 -0.7189E-01  0.1219E-01  -1.7771  -2.0129   4.714      -9.490      -0.2658  0.4533    
   21.000   4500.      0.000 -0.6197      0.7409E-02   3.492       2.972    1.9415   0.6052  -3.7273   0.70179 -0.8920E-01  0.1679E-01  -1.9966  -2.2557   5.769      -13.01      -0.2585  0.5321    

    1.000   5000.      0.000  0.5203      0.7034E-02   3.683       3.279    1.8786   0.5979   0.1413   0.03008  0.6066E-01  0.1291E-01   7.2497   0.0845   6.160      0.5203       0.9563  0.6536E-01
    3.000   5000.      0.000  0.4113      0.6463E-02   3.384       3.271    1.7828   0.5802   0.3647   0.09023  0.4795E-01  0.1187E-01   4.8747   0.2116   5.832       1.234       0.7384  0.5993E-01
    5.000   5000.      0.000  0.2800      0.5436E-02   2.846       3.257    1.6108   0.5425   0.4918   0.15038  0.3264E-01  0.9980E-02   2.8155   0.2668   5.246       1.400       0.4917  0.5867E-01
    7.000   5000.      0.000  0.1267      0.3817E-02   1.998       3.235    1.3395   0.4612   0.4438   0.21054  0.1477E-01  0.7008E-02   1.0827   0.2047   4.333      0.8869       0.2258  0.6139E-01
    9.000   5000.      0.000 -0.4936E-01  0.1467E-02  0.7681       3.203    0.9458   0.2536  -0.5783   0.27069 -0.5755E-02  0.2694E-02  -0.3607  -0.1467   3.029     -0.4442      -0.0509  0.6937E-01
   11.000   5000.      0.000 -0.2158     -0.6529E-03 -0.3419       3.173    0.5906  -0.1824   6.9433   0.33084 -0.2516E-01 -0.1199E-02  -1.3466  -1.2665   1.874      -2.374      -0.2655  0.1031    
   13.000   5000.      0.000 -0.2784      0.5181E-04  0.2713E-01   3.183    0.7087   0.0120-133.4119   0.39099 -0.3246E-01  0.9512E-04  -1.4622  -1.6043   2.256      -3.619      -0.2911  0.1665    
   15.000   5000.      0.000 -0.3323      0.1102E-02  0.5768       3.198    0.8846   0.2039  -8.6409   0.45115 -0.3874E-01  0.2023E-02  -1.5027  -1.7621   2.828      -4.984      -0.2855  0.2290    
   17.000   5000.      0.000 -0.4042      0.2546E-02   1.333       3.217    1.1266   0.3678  -5.1536   0.51130 -0.4712E-01  0.4675E-02  -1.6081  -1.8955   3.625      -6.871      -0.2793  0.2986    
   19.000   5000.      0.000 -0.4951      0.4312E-02   2.258       3.242    1.4224   0.4896  -4.1669   0.57145 -0.5772E-01  0.7916E-02  -1.7609  -2.0402   4.611      -9.407      -0.2728  0.3714    
   21.000   5000.      0.000 -0.6058      0.6337E-02   3.318       3.269    1.7617   0.5760  -3.8346   0.63161 -0.7063E-01  0.1163E-01  -1.9496  -2.2089   5.760      -12.72      -0.2661  0.4444    

    1.000   5500.      0.000  0.6355      0.8406E-02   4.842       3.610    2.1085   0.6360   0.1313   0.02734  0.6124E-01  0.1276E-01   8.1055   0.0835   7.613      0.6355       0.9652  0.6153E-01
    3.000   5500.      0.000  0.5183      0.7826E-02   4.507       3.602    2.0112   0.6221   0.3450   0.08203  0.4994E-01  0.1187E-01   5.7062   0.2146   7.245       1.555       0.7704  0.5648E-01
    5.000   5500.      0.000  0.3781      0.6797E-02   3.915       3.588    1.8388   0.5933   0.4829   0.13671  0.3643E-01  0.1031E-01   3.5867   0.2865   6.598       1.891       0.5498  0.5484E-01
    7.000   5500.      0.000  0.2163      0.5204E-02   2.997       3.566    1.5720   0.5347   0.5052   0.19140  0.2085E-01  0.7897E-02   1.7683   0.2701   5.606       1.514       0.3121  0.5619E-01
    9.000   5500.      0.000  0.3212E-01  0.2905E-02   1.673       3.535    1.1868   0.3989   0.1728   0.24608  0.3095E-02  0.4408E-02   0.2271   0.0689   4.195      0.2891       0.0627  0.6078E-01
   11.000   5500.      0.000 -0.1666      0.5696E-04  0.3281E-01   3.496    0.7095   0.0132 -55.8774   0.30077 -0.1606E-01  0.8643E-04  -1.0239  -0.7391   2.480      -1.833      -0.1755  0.7555E-01
   13.000   5500.      0.000 -0.3030     -0.6879E-03 -0.3962       3.485    0.5847  -0.1944   9.9414   0.35545 -0.2919E-01 -0.1044E-02  -1.6004  -1.9326   2.038      -3.939      -0.2917  0.1279    
   15.000   5500.      0.000 -0.3529      0.2255E-03  0.1299       3.498    0.7378   0.0503 -40.7463   0.41013 -0.3400E-01  0.3422E-03  -1.6014  -2.0509   2.581      -5.293      -0.2894  0.1806    
   17.000   5500.      0.000 -0.4170      0.1507E-02  0.8679       3.516    0.9525   0.2592  -8.1682   0.46482 -0.4018E-01  0.2286E-02  -1.6619  -2.1170   3.348      -7.089      -0.2841  0.2398    
   19.000   5500.      0.000 -0.4994      0.3165E-02   1.823       3.538    1.2302   0.4187  -5.2059   0.51950 -0.4812E-01  0.4802E-02  -1.7769  -2.1798   4.353      -9.489      -0.2784  0.3040    
   21.000   5500.      0.000 -0.6010      0.5134E-02   2.957       3.565    1.5602   0.5316  -4.2682   0.57419 -0.5791E-01  0.7790E-02  -1.9333  -2.2688   5.563      -12.62      -0.2725  0.3704    

    1.000   6000.      0.000  0.7621      0.9900E-02   6.221       3.943    2.3588   0.6687   0.1225   0.02506  0.6170E-01  0.1262E-01   8.9610   0.0819   9.302      0.7621       0.9724  0.5849E-01
    3.000   6000.      0.000  0.6369      0.9308E-02   5.848       3.935    2.2595   0.6577   0.3267   0.07519  0.5156E-01  0.1187E-01   6.5436   0.2149   8.892       1.911       0.7968  0.5351E-01
    5.000   6000.      0.000  0.4878      0.8273E-02   5.198       3.921    2.0862   0.6355   0.4692   0.12532  0.3949E-01  0.1055E-01   4.3737   0.2981   8.180       2.439       0.5975  0.5170E-01
    7.000   6000.      0.000  0.3174      0.6700E-02   4.210       3.899    1.8226   0.5923   0.5278   0.17545  0.2570E-01  0.8542E-02   2.4820   0.3126   7.107       2.222       0.3830  0.5219E-01
    9.000   6000.      0.000  0.1249      0.4455E-02   2.799       3.869    1.4464   0.5002   0.4014   0.22557  0.1011E-01  0.5680E-02   0.8535   0.2008   5.596       1.124       0.1573  0.5521E-01
   11.000   6000.      0.000 -0.8973E-01  0.1447E-02  0.9089       3.827    0.9424   0.2520  -1.0860   0.27570 -0.7265E-02  0.1844E-02  -0.5389  -0.2737   3.607     -0.9870      -0.0733  0.6199E-01
   13.000   6000.      0.000 -0.2912     -0.1264E-02 -0.7941       3.790    0.4882  -0.4291   4.7676   0.32583 -0.2358E-01 -0.1611E-02  -1.5341  -2.0459   1.850      -3.786      -0.2549  0.8849E-01
   15.000   6000.      0.000 -0.3804     -0.6030E-03 -0.3789       3.799    0.5990  -0.1665  15.0578   0.37596 -0.3080E-01 -0.7689E-03  -1.7343  -2.5073   2.276      -5.705      -0.2924  0.1436    
